id,peso,beneficio
6128,356,315
6129,352,312
6130,476,422
6131,269,238
6132,14,12
6133,210,186
6134,63,55
6135,213,188
6136,490,434
6137,18,15
6138,419,371
6139,84,74
6140,375,332
6141,355,314
6142,223,197
6143,234,207
6144,448,396
6145,434,384
6146,322,285
6147,422,373
6148,288,254
6149,313,277
6150,127,112
6151,477,422
6152,217,192
6153,352,311
6154,334,295
6155,52,45
6156,401,354
6157,459,405
6158,336,297
6159,114,100
6160,417,368
6161,202,178
6162,307,271
6163,362,319
6164,151,133
6165,21,18
6166,235,207
6167,307,271
6168,398,351
6169,31,27
6170,424,374
6171,130,114
6172,334,294
6173,24,21
6174,382,337
6175,170,150
6176,357,315
6177,112,98
6178,211,186
6179,377,332
6180,368,324
6181,311,274
6182,319,281
6183,259,228
6184,495,436
6185,261,230
6186,319,281
6187,446,393
6188,396,348
6189,480,422
6190,277,244
6191,36,31
6192,339,298
6193,42,36
6194,210,184
6195,317,279
6196,197,173
6197,123,108
6198,191,168
6199,228,200
6200,469,412
6201,260,228
6202,411,361
6203,467,410
6204,410,360
6205,92,80
6206,31,27
6207,393,345
6208,73,64
6209,276,242
6210,36,31
6211,10,8
6212,52,45
6213,121,106
6214,260,228
6215,271,238
6216,352,309
6217,472,414
6218,255,223
6219,282,247
6220,483,424
6221,208,182
6222,95,83
6223,66,57
6224,421,369
6225,288,252
6226,58,50
6227,187,164
6228,29,25
6229,415,363
6230,281,246
6231,275,241
6232,39,34
6233,112,98
6234,406,355
6235,14,12
6236,119,104
6237,484,424
6238,373,326
6239,479,419
6240,92,80
6241,422,369
6242,242,211
6243,467,408
6244,62,54
6245,379,331
6246,55,48
6247,162,141
6248,156,136
6249,270,236
6250,307,268
6251,360,314
6252,398,348
6253,92,80
6254,280,244
6255,374,327
6256,307,268
6257,17,14
6258,417,364
6259,465,406
6260,131,114
6261,16,13
6262,226,197
6263,467,408
6264,29,25
6265,14,12
6266,239,208
6267,289,252
6268,30,26
6269,294,256
6270,489,426
6271,44,38
6272,368,321
6273,469,409
6274,123,107
6275,187,163
6276,259,225
6277,297,259
6278,75,65
6279,473,412
6280,440,383
6281,307,267
6282,464,404
6283,240,209
6284,389,339
6285,94,81
6286,111,96
6287,55,47
6288,381,331
6289,118,102
6290,108,94
6291,46,40
6292,402,350
6293,223,194
6294,358,311
6295,155,134
6296,253,220
6297,356,309
6298,332,288
6299,93,80
6300,306,266
6301,284,247
6302,243,211
6303,100,86
6304,324,281
6305,487,423
6306,34,29
6307,125,108
6308,35,30
6309,113,98
6310,134,116
6311,429,372
6312,396,344
6313,73,63
6314,261,226
6315,359,311
6316,409,355
6317,113,98
6318,134,116
6319,24,20
6320,432,374
6321,154,133
6322,359,311
6323,260,225
6324,81,70
6325,226,196
6326,484,419
6327,33,28
6328,214,185
6329,304,263
6330,297,257
6331,478,414
6332,242,209
6333,203,175
6334,399,345
6335,249,215
6336,426,369
6337,49,42
6338,321,278
6339,64,55
6340,372,322
6341,157,135
6342,481,416
6343,228,197
6344,233,201
6345,373,322
6346,446,385
6347,288,249
6348,335,289
6349,307,265
6350,193,166
6351,247,213
6352,180,155
6353,227,196
6354,473,408
6355,17,14
6356,183,158
6357,296,255
6358,21,18
6359,69,59
6360,117,101
6361,248,214
6362,268,231
6363,284,245
6364,306,264
6365,161,139
6366,272,234
6367,46,39
6368,189,163
6369,16,13
6370,305,263
6371,69,59
6372,58,50
6373,171,147
6374,486,419
6375,317,273
6376,314,270
6377,16,13
6378,124,106
6379,392,337
6380,157,135
6381,197,169
6382,347,299
6383,205,176
6384,317,273
6385,64,55
6386,206,177
6387,268,230
6388,195,167
6389,71,61
6390,18,15
6391,351,302
6392,218,187
6393,408,351
6394,315,271
6395,466,400
6396,44,37
6397,45,38
6398,498,428
6399,467,401
6400,416,357
6401,337,289
6402,83,71
6403,81,69
6404,132,113
6405,359,308
6406,118,101
6407,123,105
6408,278,238
6409,142,121
6410,429,368
6411,309,265
6412,225,193
6413,39,33
6414,455,390
6415,194,166
6416,448,384
6417,59,50
6418,351,301
6419,357,306
6420,399,342
6421,384,329
6422,113,96
6423,220,188
6424,407,349
6425,446,382
6426,116,99
6427,316,270
6428,178,152
6429,213,182
6430,38,32
6431,277,237
6432,208,178
6433,224,191
6434,343,293
6435,394,337
6436,348,298
6437,497,425
6438,488,417
6439,339,290
6440,113,96
6441,88,75
6442,432,369
6443,201,171
6444,52,44
6445,325,278
6446,447,382
6447,455,389
6448,98,83
6449,448,383
6450,128,109
6451,149,127
6452,89,76
6453,231,197
6454,295,252
6455,459,392
6456,443,378
6457,448,382
6458,428,365
6459,358,305
6460,494,421
6461,242,206
6462,266,227
6463,168,143
6464,54,46
6465,237,202
6466,186,158
6467,21,17
6468,245,209
6469,483,412
6470,380,324
6471,308,262
6472,133,113
6473,146,124
6474,452,385
6475,472,402
6476,338,288
6477,390,332
6478,189,161
6479,200,170
6480,310,264
6481,471,401
6482,119,101
6483,307,261
6484,326,277
6485,345,293
6486,270,229
6487,475,404
6488,364,309
6489,412,350
6490,97,82
6491,38,32
6492,29,24
6493,212,180
6494,282,239
6495,84,71
6496,305,259
6497,171,145
6498,298,253
6499,85,72
6500,391,332
6501,473,402
6502,338,287
6503,129,109
6504,169,143
6505,407,345
6506,47,39
6507,372,315
6508,244,207
6509,83,70
6510,236,200
6511,68,57
6512,319,270
6513,274,232
6514,219,185
6515,421,357
6516,60,50
6517,48,40
6518,161,136
6519,207,175
6520,365,309
6521,274,232
6522,100,84
6523,436,369
6524,38,32
6525,177,150
6526,480,406
6527,194,164
6528,303,256
6529,49,41
6530,212,179
6531,93,78
6532,399,337
6533,128,108
6534,61,51
6535,165,139
6536,445,376
6537,304,257
6538,317,268
6539,357,302
6540,342,289
6541,129,109
6542,21,17
6543,153,129
6544,213,180
6545,407,344
6546,459,388
6547,325,274
6548,304,256
6549,14,11
6550,470,397
6551,433,365
6552,73,61
6553,75,63
6554,306,258
6555,165,139
6556,449,379
6557,125,105
6558,279,235
6559,385,324
6560,78,65
6561,384,324
6562,493,415
6563,336,283
6564,359,302
6565,417,351
6566,326,274
6567,59,49
6568,149,125
6569,405,341
6570,408,343
6571,385,324
6572,365,307
6573,462,389
6574,166,139
6575,227,191
6576,77,64
6577,466,392
6578,309,260
6579,350,294
6580,476,400
6581,482,405
6582,137,115
6583,159,133
6584,120,100
6585,374,314
6586,39,32
6587,113,95
6588,160,134
6589,45,37
6590,79,66
6591,70,58
6592,87,73
6593,144,121
6594,239,200
6595,75,63
6596,121,101
6597,465,390
6598,448,376
6599,144,120
6600,286,240
6601,287,241
6602,264,221
6603,30,25
6604,298,250
6605,149,125
6606,331,277
6607,109,91
6608,55,46
6609,117,98
6610,21,17
6611,104,87
6612,191,160
6613,381,319
6614,352,295
6615,294,246
6616,407,341
6617,138,115
6618,37,31
6619,338,283
6620,164,137
6621,263,220
6622,148,123
6623,44,36
6624,33,27
6625,20,16
6626,231,193
6627,464,388
6628,206,172
6629,371,310
6630,415,347
6631,481,402
6632,491,410
6633,120,100
6634,68,56
6635,323,270
6636,97,81
6637,322,269
6638,18,15
6639,320,267
6640,475,397
6641,318,265
6642,200,167
6643,418,349
6644,310,259
6645,360,300
6646,154,128
6647,68,56
6648,151,126
6649,439,366
6650,101,84
6651,253,211
6652,155,129
6653,380,317
6654,304,253
6655,220,183
6656,85,70
6657,129,107
6658,149,124
6659,33,27
6660,394,328
6661,144,120
6662,51,42
6663,317,264
6664,72,60
6665,357,297
6666,52,43
6667,225,187
6668,291,242
6669,91,75
6670,115,95
6671,150,124
6672,82,68
6673,483,402
6674,189,157
6675,227,188
6676,58,48
6677,302,251
6678,146,121
6679,427,355
6680,292,242
6681,381,316
6682,309,257
6683,57,47
6684,238,197
6685,458,380
6686,430,357
6687,202,167
6688,121,100
6689,124,103
6690,163,135
6691,190,157
6692,343,284
6693,21,17
6694,306,254
6695,483,401
6696,458,380
6697,99,82
6698,411,341
6699,24,19
6700,73,60
6701,439,364
6702,141,117
6703,129,107
6704,430,356
6705,474,393
6706,308,255
6707,183,151
6708,90,74
6709,243,201
6710,160,132
6711,75,62
6712,387,320
6713,458,379
6714,308,255
6715,180,149
6716,246,203
6717,262,217
6718,467,386
6719,222,183
6720,132,109
6721,374,309
6722,272,225
6723,210,173
6724,423,350
6725,315,260
6726,251,207
6727,34,28
6728,445,368
6729,412,340
6730,21,17
6731,96,79
6732,41,33
6733,64,52
6734,223,184
6735,478,395
6736,71,58
6737,282,233
6738,252,208
6739,227,187
6740,285,235
6741,452,373
6742,340,280
6743,45,37
6744,245,202
6745,243,200
6746,432,356
6747,13,10
6748,105,86
6749,400,330
6750,472,389
6751,303,249
6752,413,340
6753,169,139
6754,203,167
6755,484,399
6756,197,162
6757,35,28
6758,384,316
6759,146,120
6760,386,318
6761,237,195
6762,212,174
6763,392,322
6764,262,215
6765,360,296
6766,122,100
6767,274,225
6768,294,242
6769,287,236
6770,288,237
6771,19,15
6772,343,282
6773,303,249
6774,166,136
6775,288,236
6776,327,268
6777,103,84
6778,172,141
6779,121,99
6780,70,57
6781,88,72
6782,393,322
6783,498,409
6784,158,129
6785,298,244
6786,279,229
6787,10,8
6788,468,384
6789,55,45
6790,138,113
6791,442,362
6792,356,292
6793,31,25
6794,85,69
6795,263,215
6796,304,249
6797,458,375
6798,342,280
6799,403,330
6800,145,118
6801,337,276
6802,185,151
6803,323,264
6804,239,195
6805,256,209
6806,282,231
6807,374,306
6808,463,379
6809,446,365
6810,456,373
6811,295,241
6812,316,258
6813,305,249
6814,312,255
6815,191,156
6816,429,351
6817,312,255
6818,275,225
6819,86,70
6820,74,60
6821,363,296
6822,303,247
6823,203,165
6824,126,103
6825,96,78
6826,13,10
6827,224,183
6828,132,107
6829,283,231
6830,122,99
6831,255,208
6832,21,17
6833,382,311
6834,249,203
6835,296,241
6836,401,327
6837,43,35
6838,487,397
6839,135,110
6840,399,325
6841,428,349
6842,374,305
6843,143,116
6844,382,311
6845,363,296
6846,23,18
6847,314,256
6848,42,34
6849,256,208
6850,403,328
6851,485,395
6852,276,224
6853,434,353
6854,54,43
6855,205,166
6856,218,177
6857,221,179
6858,229,186
6859,246,200
6860,12,9
6861,359,292
6862,314,255
6863,350,284
6864,405,329
6865,342,278
6866,93,75
6867,499,405
6868,200,162
6869,277,225
6870,283,230
6871,152,123
6872,187,151
6873,55,44
6874,50,40
6875,486,394
6876,470,381
6877,335,272
6878,412,334
6879,268,217
6880,252,204
6881,279,226
6882,261,211
6883,453,367
6884,436,353
6885,159,129
6886,493,400
6887,236,191
6888,104,84
6889,431,349
6890,91,73
6891,143,115
6892,63,51
6893,160,129
6894,370,299
6895,232,188
6896,337,273
6897,179,145
6898,448,362
6899,235,190
6900,213,172
6901,491,397
6902,174,140
6903,330,267
6904,148,119
6905,261,211
6906,404,326
6907,258,208
6908,409,330
6909,156,126
6910,360,291
6911,110,88
6912,169,136
6913,373,301
6914,242,195
6915,317,256
6916,300,242
6917,17,13
6918,128,103
6919,328,265
6920,65,52
6921,112,90
6922,100,80
6923,302,243
6924,329,265
6925,197,159
6926,307,247
6927,266,214
6928,218,175
6929,311,251
6930,254,204
6931,197,158
6932,479,386
6933,465,375
6934,154,124
6935,135,108
6936,169,136
6937,16,12
6938,455,366
6939,269,216
6940,467,376
6941,223,179
6942,299,240
6943,51,41
6944,240,193
6945,74,59
6946,420,338
6947,229,184
6948,92,74
6949,480,386
6950,149,119
6951,39,31
6952,277,222
6953,359,288
6954,252,202
6955,376,302
6956,65,52
6957,118,94
6958,260,209
6959,391,314
6960,318,255
6961,438,352
6962,104,83
6963,93,74
6964,44,35
6965,407,327
6966,322,258
6967,381,306
6968,221,177
6969,131,105
6970,460,369
6971,459,368
6972,32,25
6973,355,284
6974,456,365
6975,42,33
6976,474,380
6977,440,353
6978,170,136
6979,310,248
6980,107,85
6981,186,149
6982,427,342
6983,83,66
6984,100,80
6985,166,133
6986,338,270
6987,146,116
6988,224,179
6989,395,316
6990,271,217
6991,116,92
6992,51,40
6993,364,291
6994,360,288
6995,130,104
6996,295,236
6997,345,276
6998,419,335
6999,181,144
7000,236,188
7001,123,98
7002,318,254
7003,410,328
7004,215,172
7005,321,256
7006,69,55
7007,28,22
7008,25,20
7009,340,272
7010,329,263
7011,307,245
7012,336,268
7013,309,247
7014,270,216
7015,245,196
7016,356,284
7017,231,184
7018,377,301
7019,100,80
7020,424,339
7021,63,50
7022,151,120
7023,171,136
7024,137,109
7025,344,275
7026,303,242
7027,90,72
7028,418,334
7029,183,146
7030,132,105
7031,224,179
7032,23,18
7033,196,156
7034,187,149
7035,414,331
7036,381,304
7037,465,372
7038,18,14
7039,375,300
7040,396,316
7041,229,183
7042,462,369
7043,218,174
7044,489,391
7045,460,368
7046,390,312
7047,305,244
7048,139,111
7049,388,310
7050,37,29
7051,324,259
7052,215,172
7053,22,17
7054,174,139
7055,331,264
7056,482,385
7057,398,318
7058,77,61
7059,79,63
7060,466,372
7061,226,180
7062,210,168
7063,317,253
7064,488,390
7065,223,178
7066,413,330
7067,35,28
7068,237,189
7069,334,267
7070,75,60
7071,388,310
7072,104,83
7073,15,12
7074,25,20
7075,118,94
7076,367,293
7077,179,143
7078,483,386
7079,354,283
7080,418,334
7081,365,292
7082,20,16
7083,273,218
7084,453,362
7085,109,87
7086,230,184
7087,306,244
7088,53,42
7089,248,198
7090,143,114
7091,14,11
7092,14,11
7093,11,8
7094,389,311
7095,369,295
7096,19,15
7097,11,8
7098,485,388
7099,110,88
7100,49,39
7101,494,395
7102,179,143
7103,171,136
7104,415,332
7105,444,355
7106,89,71
7107,116,92
7108,252,201
7109,282,225
7110,429,343
7111,124,99
7112,309,247
7113,165,132
7114,194,155
7115,88,70
7116,182,145
7117,334,267
7118,405,324
7119,10,8
7120,268,214
7121,10,8
7122,22,17
7123,13,10
7124,166,132
7125,161,128
7126,170,136
7127,143,114
7128,295,236
7129,71,56
7130,180,144
7131,69,55
7132,69,55
7133,35,28
7134,191,152
7135,120,96
7136,330,264
7137,204,163
7138,115,92
7139,35,28
7140,374,299
7141,343,274
7142,120,96
7143,203,162
7144,352,281
7145,195,156
7146,191,152
7147,329,263
7148,347,277
7149,147,117
7150,206,164
7151,10,8
7152,146,116
7153,69,55
7154,260,208
7155,460,368
7156,325,260
7157,84,67
7158,475,380
7159,489,391
7160,380,304
7161,340,272
7162,470,376
7163,494,395
7164,300,240
7165,74,59
7166,313,250
7167,450,360
7168,241,192
7169,364,291
7170,308,246
7171,147,117
7172,263,210
7173,40,32
7174,109,87
7175,321,256
7176,40,32
7177,64,51
7178,350,280
7179,318,254
7180,15,12
7181,371,296
7182,267,213
7183,108,86
7184,134,107
7185,423,338
7186,171,136
7187,291,232
7188,446,356
7189,73,58
7190,410,328
7191,265,212
7192,484,387
7193,311,248
7194,400,320
7195,366,292
7196,64,51
7197,294,235
7198,360,288
7199,254,203
7200,74,59
7201,169,135
7202,173,138
7203,487,389
7204,396,316
7205,443,354
7206,111,88
7207,106,84
7208,191,152
7209,453,362
7210,147,117
7211,31,24
7212,329,263
7213,22,17
7214,329,263
7215,351,280
7216,276,220
7217,411,328
7218,113,90
7219,94,75
7220,154,123
7221,461,368
7222,466,372
7223,185,148
7224,291,232
7225,486,388
7226,33,26
7227,321,256
7228,114,91
7229,483,386
7230,491,392
7231,57,45
7232,209,167
7233,158,126
7234,399,319
7235,18,14
7236,423,338
7237,401,320
7238,59,47
7239,69,55
7240,241,192
7241,318,254
7242,127,101
7243,256,204
7244,192,153
7245,356,284
7246,29,23
7247,336,268
7248,462,369
7249,305,244
7250,186,148
7251,213,170
7252,139,111
7253,223,178
7254,340,272
7255,493,394
7256,157,125
7257,423,338
7258,376,300
7259,494,395
7260,189,151
7261,274,219
7262,326,260
7263,443,354
7264,339,271
7265,215,172
7266,122,97
7267,53,42
7268,385,308
7269,244,195
7270,111,88
7271,39,31
7272,110,88
7273,92,73
7274,460,368
7275,299,239
7276,250,200
7277,171,136
7278,384,307
7279,371,296
7280,74,59
7281,408,326
7282,284,227
7283,242,193
7284,234,187
7285,30,24
7286,135,108
7287,82,65
7288,453,362
7289,236,188
7290,188,150
7291,192,153
7292,485,388
7293,325,260
7294,238,190
7295,454,363
7296,155,124
7297,87,69
7298,67,53
7299,355,284
7300,342,273
7301,162,129
7302,151,120
7303,15,12
7304,101,80
7305,376,300
7306,467,373
7307,419,335
7308,491,392
7309,231,184
7310,19,15
7311,338,270
7312,39,31
7313,455,364
7314,338,270
7315,417,333
7316,207,165
7317,456,364
7318,442,353
7319,409,327
7320,10,8
7321,321,256
7322,433,346
7323,92,73
7324,365,292
7325,10,8
7326,162,129
7327,372,297
7328,461,368
7329,18,14
7330,176,140
7331,398,318
7332,246,196
7333,189,151
7334,434,347
7335,72,57
7336,445,356
7337,228,182
7338,350,280
7339,30,24
7340,137,109
7341,373,298
7342,358,286
7343,11,8
7344,69,55
7345,347,277
7346,465,372
7347,152,121
7348,285,228
7349,489,391
7350,170,136
7351,268,214
7352,238,190
7353,491,392
7354,333,266
7355,286,228
7356,307,245
7357,215,172
7358,18,14
7359,87,69
7360,377,301
7361,378,302
7362,235,188
7363,314,251
7364,441,352
7365,212,169
7366,45,36
7367,33,26
7368,41,32
7369,346,276
7370,70,56
7371,429,343
7372,32,25
7373,288,230
7374,80,64
7375,87,69
7376,476,380
7377,309,247
7378,477,381
7379,19,15
7380,64,51
7381,499,399
7382,149,119
7383,211,168
7384,20,16
7385,449,359
7386,344,275
7387,192,153
7388,54,43
7389,239,191
7390,468,374
7391,297,237
7392,145,116
7393,320,256
7394,456,364
7395,222,177
7396,271,216
7397,303,242
7398,351,280
7399,301,240
7400,304,243
7401,66,52
7402,300,240
7403,389,311
7404,260,208
7405,211,168
7406,92,73
7407,14,11
7408,135,108
7409,420,336
7410,468,374
7411,407,325
7412,402,321
7413,486,388
7414,457,365
7415,376,300
7416,304,243
7417,19,15
7418,316,252
7419,123,98
7420,308,246
7421,162,129
7422,307,245
7423,163,130
7424,201,160
7425,213,170
7426,474,379
7427,90,72
7428,168,134
7429,312,249
7430,349,279
7431,213,170
7432,88,70
7433,285,228
7434,211,168
7435,363,290
7436,117,93
7437,377,301
7438,292,233
7439,183,146
7440,192,153
7441,213,170
7442,63,50
7443,154,123
7444,275,220
7445,346,276
7446,219,175
7447,425,340
7448,51,40
7449,56,44
7450,85,68
7451,227,181
7452,358,286
7453,403,322
7454,158,126
7455,212,169
7456,373,298
7457,232,185
7458,213,170
7459,366,292
7460,201,160
7461,274,219
7462,336,268
7463,158,126
7464,235,188
7465,460,368
7466,409,327
7467,316,252
7468,56,44
7469,430,344
7470,261,208
7471,352,281
7472,335,268
7473,251,200
7474,80,64
7475,330,264
7476,10,8
7477,346,276
7478,338,270
7479,465,372
7480,241,192
7481,308,246
7482,192,153
7483,376,300
7484,187,149
7485,153,122
7486,303,242
7487,403,322
7488,276,220
7489,172,137
7490,203,162
7491,378,302
7492,468,374
7493,28,22
7494,154,123
7495,404,323
7496,263,210
7497,448,358
7498,375,300
7499,57,45
7500,24,19
7501,208,166
7502,173,138
7503,327,261
7504,132,105
7505,108,86
7506,120,96
7507,134,107
7508,89,71
7509,310,248
7510,269,215
7511,401,320
7512,234,187
7513,450,360
7514,86,68
7515,287,229
7516,351,280
7517,165,132
7518,143,114
7519,203,162
7520,414,331
7521,63,50
7522,26,20
7523,34,27
7524,269,215
7525,393,314
7526,446,356
7527,182,145
7528,376,300
7529,340,272
7530,101,80
7531,350,280
7532,100,80
7533,405,324
7534,185,148
7535,186,148
7536,221,176
7537,332,265
7538,294,235
7539,180,144
7540,92,73
7541,334,267
7542,218,174
7543,75,60
7544,447,357
7545,289,231
7546,420,336
7547,209,167
7548,204,163
7549,272,217
7550,94,75
7551,464,371
7552,254,203
7553,373,298
7554,188,150
7555,230,184
7556,197,157
7557,416,332
7558,141,112
7559,117,93
7560,487,389
7561,246,196
7562,107,85
7563,373,298
7564,278,222
7565,31,24
7566,173,138
7567,212,169
7568,218,174
7569,415,332
7570,330,264
7571,252,201
7572,64,51
7573,222,177
7574,38,30
7575,492,393
7576,140,112
7577,66,52
7578,390,312
7579,233,186
7580,198,158
7581,281,224
7582,316,252
7583,127,101
7584,354,283
7585,125,100
7586,187,149
7587,74,59
7588,381,304
7589,113,90
7590,157,125
7591,17,13
7592,84,67
7593,491,392
7594,292,233
7595,287,229
7596,312,249
7597,190,152
7598,52,41
7599,43,34
7600,351,280
7601,232,185
7602,416,332
7603,234,187
7604,479,383
7605,72,57
7606,144,115
7607,148,118
7608,43,34
7609,43,34
7610,434,347
7611,423,338
7612,290,232
7613,249,199
7614,420,336
7615,119,95
7616,455,364
7617,497,397
7618,27,21
7619,457,365
7620,228,182
7621,190,152
7622,430,344
7623,381,304
7624,399,319
7625,66,52
7626,222,177
7627,305,244
7628,264,211
7629,454,363
7630,401,320
7631,77,61
7632,92,73
7633,107,85
7634,354,283
7635,144,115
7636,11,8
7637,134,107
7638,465,372
7639,225,180
7640,402,321
7641,227,181
7642,352,281
7643,153,122
7644,323,258
7645,253,202
7646,273,218
7647,144,115
7648,204,163
7649,431,344
7650,321,256
7651,65,52
7652,156,124
7653,481,384
7654,31,24
7655,86,68
7656,34,27
7657,318,254
7658,97,77
7659,34,27
7660,333,266
7661,63,50
7662,237,189
7663,455,364
7664,77,61
7665,496,396
7666,440,352
7667,196,156
7668,62,49
7669,11,8
7670,80,64
7671,215,172
7672,56,44
7673,346,276
7674,385,308
7675,295,236
7676,120,96
7677,376,300
7678,79,63
7679,302,241
7680,128,102
7681,320,256
7682,330,264
7683,165,132
7684,75,60
7685,425,340
7686,184,147
7687,162,129
7688,258,206
7689,295,236
7690,359,287
7691,336,268
7692,424,339
7693,184,147
7694,49,39
7695,436,348
7696,149,119
7697,184,147
7698,240,192
7699,459,367
7700,21,16
7701,414,331
7702,295,236
7703,76,60
7704,213,170
7705,124,99
7706,453,362
7707,409,327
7708,312,249
7709,187,149
7710,384,307
7711,419,335
7712,182,145
7713,464,371
7714,387,309
7715,77,61
7716,232,185
7717,468,374
7718,113,90
7719,480,384
7720,16,12
7721,262,209
7722,490,392
7723,316,252
7724,347,277
7725,10,8
7726,192,153
7727,133,106
7728,40,32
7729,296,236
7730,253,202
7731,449,359
7732,192,153
7733,282,225
7734,254,203
7735,365,292
7736,461,368
7737,271,216
7738,479,383
7739,283,226
7740,438,350
7741,273,218
7742,227,181
7743,101,80
7744,186,148
7745,425,340
7746,470,376
7747,28,22
7748,15,12
7749,172,137
7750,182,145
7751,321,256
7752,109,87
7753,181,144
7754,96,76
7755,154,123
7756,350,280
7757,17,13
7758,36,28
7759,89,71
7760,364,291
7761,421,336
7762,248,198
7763,39,31
7764,414,331
7765,404,323
7766,254,203
7767,278,222
7768,344,275
7769,376,300
7770,422,337
7771,426,340
7772,243,194
7773,468,374
7774,245,196
7775,130,104
7776,436,348
7777,33,26
7778,224,179
7779,241,192
7780,118,94
7781,249,199
7782,462,369
7783,113,90
7784,323,258
7785,475,380
7786,202,161
7787,47,37
7788,345,276
7789,403,322
7790,348,278
7791,141,112
7792,184,147
7793,403,322
7794,404,323
7795,113,90
7796,286,228
7797,130,104
7798,84,67
7799,338,270
7800,342,273
7801,65,52
7802,211,168
7803,246,196
7804,92,73
7805,277,221
7806,37,29
7807,236,188
7808,74,59
7809,486,388
7810,28,22
7811,43,34
7812,114,91
7813,326,260
7814,450,360
7815,384,307
7816,377,301
7817,444,355
7818,402,321
7819,428,342
7820,291,232
7821,59,47
7822,85,68
7823,394,315
7824,70,56
7825,13,10
7826,391,312
7827,147,117
7828,272,217
7829,105,84
7830,210,168
7831,325,260
7832,51,40
7833,73,58
7834,256,204
7835,469,375
7836,488,390
7837,367,293
7838,232,185
7839,187,149
7840,399,319
7841,320,256
7842,317,253
7843,249,199
7844,299,239
7845,261,208
7846,365,292
7847,467,373
7848,62,49
7849,269,215
7850,170,136
7851,330,264
7852,133,106
7853,424,339
7854,345,276
7855,207,165
7856,496,396
7857,100,80
7858,209,167
7859,134,107
7860,357,285
7861,121,96
7862,465,372
7863,387,309
7864,66,52
7865,401,320
7866,424,339
7867,168,134
7868,51,40
7869,164,131
7870,453,362
7871,453,362
7872,213,170
7873,197,157
7874,278,222
7875,406,324
7876,47,37
7877,358,286
7878,442,353
7879,374,299
7880,329,263
7881,406,324
7882,23,18
7883,443,354
7884,288,230
7885,49,39
7886,181,144
7887,274,219
7888,303,242
7889,16,12
7890,297,237
7891,107,85
7892,130,104
7893,62,49
7894,312,249
7895,465,372
7896,271,216
7897,323,258
7898,98,78
7899,200,160
7900,52,41
7901,309,247
7902,247,197
7903,436,348
7904,430,344
7905,134,107
7906,309,247
7907,493,394
7908,290,232
7909,371,296
7910,135,108
7911,250,200
7912,263,210
7913,200,160
7914,261,208
7915,464,371
7916,484,387
7917,361,288
7918,484,387
7919,317,253
7920,213,170
7921,312,249
7922,450,360
7923,460,368
7924,385,308
7925,148,118
7926,492,393
7927,244,195
7928,396,316
7929,120,96
7930,320,256
7931,304,243
7932,463,370
7933,66,52
7934,465,372
7935,486,388
7936,142,113
7937,51,40
7938,200,160
7939,296,236
7940,228,182
7941,301,240
7942,102,81
7943,220,176
7944,72,57
7945,394,315
7946,16,12
7947,81,64
7948,201,160
7949,490,392
7950,198,158
7951,392,313
7952,81,64
7953,128,102
7954,67,53
7955,336,268
7956,266,212
7957,230,184
7958,51,40
7959,301,240
7960,381,304
7961,122,97
7962,72,57
7963,334,267
7964,207,165
7965,43,34
7966,440,352
7967,427,341
7968,126,100
7969,485,388
7970,345,276
7971,110,88
7972,210,168
7973,310,248
7974,459,367
7975,251,200
7976,183,146
7977,429,343
7978,118,94
7979,168,134
7980,19,15
7981,402,321
7982,239,191
7983,324,259
7984,493,394
7985,391,312
7986,188,150
7987,324,259
7988,451,360
7989,166,132
7990,492,393
7991,465,372
7992,146,116
7993,380,304
7994,239,191
7995,122,97
7996,71,56
7997,164,131
7998,81,64
7999,369,295
8000,499,399
8001,176,140
8002,164,131
8003,18,14
8004,422,337
8005,372,297
8006,417,333
8007,399,319
8008,418,334
8009,243,194
8010,272,217
8011,69,55
8012,248,198
8013,107,85
8014,20,16
8015,297,237
8016,270,216
8017,38,30
8018,402,321
8019,229,183
8020,488,390
8021,488,390
8022,347,277
8023,36,28
8024,414,331
8025,68,54
8026,243,194
8027,139,111
8028,442,353
8029,174,139
8030,430,344
8031,332,265
8032,346,276
8033,386,308
8034,289,231
8035,358,286
8036,388,310
8037,166,132
8038,446,356
8039,378,302
8040,255,204
8041,16,12
8042,398,318
8043,321,256
8044,190,152
8045,147,117
8046,488,390
8047,221,176
8048,19,15
8049,44,35
8050,114,91
8051,359,287
8052,293,234
8053,149,119
8054,485,388
8055,445,356
8056,254,203
8057,499,399
8058,469,375
8059,52,41
8060,434,347
8061,118,94
8062,95,76
8063,288,230
8064,174,139
8065,27,21
8066,16,12
8067,303,242
8068,141,112
8069,77,61
8070,291,232
8071,169,135
8072,202,161
8073,442,353
8074,163,130
8075,434,347
8076,470,376
8077,360,288
8078,275,220
8079,113,90
8080,86,68
8081,118,94
8082,366,292
8083,73,58
8084,173,138
8085,219,175
8086,267,213
8087,283,226
8088,329,263
8089,263,210
8090,461,368
8091,13,10
8092,379,303
8093,376,300
8094,480,384
8095,426,340
8096,470,376
8097,190,152
8098,310,248
8099,215,172
8100,355,284
8101,263,210
8102,402,321
8103,494,395
8104,284,227
8105,224,179
8106,466,372
8107,437,349
8108,130,104
8109,56,44
8110,16,12
8111,475,380
8112,110,88
8113,156,124
8114,23,18
8115,483,386
8116,61,48
8117,278,222
8118,419,335
8119,368,294
8120,118,94
8121,156,124
8122,321,256
8123,278,222
8124,379,303
8125,299,239
